,carat,cut,color,clarity,depth,table,x,y,z,clarity_num,cut_num,color_num,price_predicted
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,2,2,3,5505.948060495435
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,3,3,2,4283.509621370204
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,2,3,6,4095.6471518695525
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,6,4,3,4439.617550163757
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,6,5,4,3764.8892491869356
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,6,4,5,4227.939175132777
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,3,4,6,4063.8926111624514
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,4,5,1,3082.2223130333387
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,5,4,5,4243.816445486327
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,5,4,3,4714.805006608944
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,2,2,6,3751.676753575348
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,3,5,5,3561.1495093327303
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,1,2,6,5172.581072119972
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,2,5,2,3669.625627065625
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,3,2,6,4881.516345321235
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,3,4,1,4407.863009456652
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,3,3,4,3513.517698272075
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,4,5,0,3852.2142361314673
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,2,4,4,4347.018702784413
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,6,4,2,4135.340327753433
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,4,5,0,4071.8312463392267
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,2,2,4,4746.559547316048
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,0,1,1,4836.493619953426
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,3,3,2,3704.0449425146926
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,6,4,5,3905.1199076269313
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,2,4,5,5132.887896236096
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,5,3,6,4100.921012304361
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,2,4,6,2939.3268798513727
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,2,3,6,3701.3801677727297
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,0,4,2,4402.589149021844
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,1,5,1,4135.340327753433
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,4,3,3,3444.7347564230568
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,1,4,0,3873.36536691983
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2,3,6,3452.6733915998357
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,3,5,3,3569.0881445095056
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,1,5,5,3412.9802157159556
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,1,4,0,4354.957337961188
310,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,1,4,1,4087.7085166927773
311,0.28,Ideal,G,IF,60.9,57.0,4.24,4.27,2.59,7,5,3,3756.9506140101603
312,1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,2,5,1,3796.6437898940403
313,0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,4,2,6,3878.639227354639
314,1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,1,3,4,3955.416493429553
315,2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,1,2,0,4442.28232490572
316,0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,3,5,6,3129.854124093994
317,0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,3,3,5,4542.819807461843
318,0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,6,4,5,3905.1199076269313
319,1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,5,5,3,3600.8426852166067
320,1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,2,3,0,4402.589149021844
321,0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,4,5,4,3569.0881445095056
322,0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,4,3,5,3955.416493429553
323,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,1,4,2,4024.1994352785714
324,0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,3,5,5,3537.333603802401
325,2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,2,4,2,4651.295925194738
326,1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,4,5,2,3743.7381183985726
327,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,6,3,4,3764.8892491869356
328,1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,1,4,6,4786.252723199925
329,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,6,5,5,3756.9506140101603
330,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,3,4,3,4251.7550806631025
331,0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,3,4,6,4550.758442638618
332,0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,3,5,2,3772.827884363711
333,0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,4,5,5,3804.5824250708156
334,0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,6,5,1,3389.16431018563
335,1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,6,5,3,3349.4711343017498
336,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,2,4,5,4352.2925632192255
337,0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,5,5,3,2918.17574906301
338,1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,1,2,4,3428.857486069506
339,1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,1,3,1,4055.9539759856725
340,0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,2,5,1,4471.372090870862
341,0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,3,4,4,4212.0619047792225
342,0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,4,2,2,4631.726952536816
343,2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,2,3,1,4479.310726047637
344,1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,3,5,3,3883.968776838572
345,1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,5,3,3,3468.550661953386
346,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,2,4,2,4386.7118786682895
347,0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,2,3,0,3704.0449425146926
348,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,3,3,5,4450.220960082499
349,1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,3,3,3,3680.2290369843668
350,0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,6,4,5,4331.141432430859
351,0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,6,5,3,3442.069981681094
352,0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,4,4,2,4770.375452846374
353,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,5,4,3,4235.877810309552
354,1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,2,4,2,4495.187996401188
355,0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,1,3,5,3209.2404758617504
356,0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,1,5,4,2886.4212083559087
357,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,1,2,1,5045.562909291561
358,0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,1,1,3,5103.798130270958
359,0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,1,5,2,3341.532499124971
360,0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,7,5,2,3592.9040500398314
361,1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,2,2,4,4450.220960082499
362,0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,4,4,2,4299.386891723758
363,0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,1,4,5,4119.463057399878
364,1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,4,5,4,3756.9506140101603
365,0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,4,2,5,4995.266323488942
366,1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,2,5,6,3780.766519540486
367,0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,5,3,1,3592.9040500398314
368,0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,7,5,2,3129.854124093994
369,0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,2,4,3,4063.8926111624514
370,0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,7,5,3,3333.5938639481956
371,0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,7,4,2,4307.325526900533
372,0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,5,4,3,4267.632351016653
373,1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,7,5,3,3804.5824250708156
374,0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,6,4,3,4000.383529748242
375,0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,4,5,5,3513.517698272075
376,0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,5,4,2,4738.620912139273
377,0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,4,5,5,3584.965414863056
378,0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,4,5,1,3537.333603802401
379,0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,2,4,6,4077.1051067740354
380,1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,1,5,0,3883.968776838572
381,0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,4,4,2,4048.0153408088972
382,0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,3,2,2,3487.0370179997826
383,0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,6,5,4,3357.409769478525
384,0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,4,5,3,3812.521060247591
385,0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,4,5,4,3868.0915064850215
386,1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,2,3,2,3915.7233175456768
387,0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,3,5,5,3317.716593594645
388,1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,1,5,3,3907.7846823689015
389,1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,3,4,3,4055.9539759856725
390,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,5,5,3,3804.5824250708156
391,0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,2,4,3,4590.451618522498
392,0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,5,5,5,3349.4711343017498
393,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,6,5,4,3333.5938639481956
394,0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,1,5,5,3137.7927592707692
395,1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,1,5,2,4619.541384487633
396,0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,6,4,4,3952.7517186875866
397,0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,3,4,1,4315.264162077308
398,1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,0,4,6,4079.769881516002
399,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,3,3,5,3868.0915064850215
400,1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,2,3,5,3616.719955570161
401,0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,5,5,6,3545.272238979176
402,0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,3,5,4,3868.0915064850215
403,0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,7,5,4,3600.8426852166067
404,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,4,5,5,3600.8426852166067
405,0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,5,4,6,3920.9971779804855
406,0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,5,2,1,3971.2937637831074
407,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,3,2,4,3751.676753575348
408,0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,3,3,5,4519.003901931514
409,0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,1,5,2,3090.160948210114
410,0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,2,5,3,3648.474496277262
411,1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,3,5,0,3836.3369657779167
412,0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,5,5,5,3333.5938639481956
413,0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,3,3,5,4267.632351016653
414,0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,3,5,5,3852.2142361314673
415,1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,2,3,6,4402.589149021844
416,1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,2,5,4,3780.766519540486
417,0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,2,5,4,3624.658590746936
418,0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,2,5,3,3309.7779584178697
419,1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,1,4,6,3153.67002962432
420,0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,3,5,5,3796.6437898940403
421,1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,0,4,1,3584.965414863056
422,0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,3,5,4,3301.8393232410945
423,1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,3,4,4,3984.5062593946914
424,0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,2,4,2,4368.169833572776
425,1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,1,2,2,3508.2438378372663
426,2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,1,5,2,3899.846047192126
427,1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,1,3,3,3939.5392230760026
428,0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,2,5,4,3561.1495093327303
429,0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,3,4,2,4447.5561853405325
430,0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,3,5,4,3442.069981681094
431,0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,3,5,4,3365.3484046553003
432,1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,1,2,5,5500.674200060626
433,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3,4,5,4143.278962930208
434,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,2,3,5,3532.059743367592
435,0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,4,5,5,3844.275600954692
436,1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,5,3,3,4111.524422223103
437,0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,5,3,5,3262.1461473572144
438,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,3,5,2,3389.16431018563
439,0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,3,5,5,3701.3801677727297
440,0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,2,4,6,4095.6471518695525
441,0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,3,4,4,4471.372090870862
442,0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,4,5,3,3349.4711343017498
443,0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,1,3,1,4320.538022512121
444,0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,4,4,5,4079.769881516002
445,0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,1,4,4,4862.974300225718
446,1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,4,4,4,4127.401692576654
447,0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,7,5,3,3428.857486069506
448,2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,3,5,2,3436.7961212462815
449,0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,2,5,2,3592.9040500398314
450,0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,2,3,3,3947.477858252778
451,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,2,5,3,3121.9154889172187
452,1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,3,4,2,4148.552823365017
453,0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,4,5,3,3804.5824250708156
454,0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,2,5,5,3672.2904018075915
455,0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,2,5,2,3521.4563334488503
456,0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,3,4,6,4243.816445486327
457,0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,3,5,0,2910.2371138862345
458,0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,2,3,3,3939.5392230760026
459,2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,2,2,1,4979.389053135388
460,0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,4,5,5,3349.4711343017498
461,1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,3,5,5,3788.7051547172614
462,1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,6,5,3,3852.2142361314673
463,0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,2,3,5,4434.343689728945
464,0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,3,4,4,4095.6471518695525
465,0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,3,5,5,3553.210874155955
466,0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,5,5,4,3820.459695424366
467,0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,3,5,3,3325.6552287714203
468,1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,3,4,5,4103.585787046328
469,1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,3,5,4,3648.474496277262
470,0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,4,5,4,3537.333603802401
471,1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,2,2,2,4833.88453426058
472,0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,2,4,4,3960.6903538643655
473,0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,5,5,4,3709.318802949505
474,0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,1,4,5,4331.141432430859
475,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,5,2,1,4738.620912139273
476,0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,2,5,4,3701.3801677727297
477,1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,2,3,5,3584.965414863056
478,0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,1,5,2,3537.333603802401
479,1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,2,2,4,5468.919659353522
480,0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,1,4,2,4164.430093718567
481,0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,6,5,3,3333.5938639481956
482,1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,5,4,3,4095.6471518695525
483,0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,7,5,1,3137.7927592707692
484,1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,1,2,2,4222.665314697964
485,1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,1,2,5,4222.665314697964
486,1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,2,2,5,3939.5392230760026
487,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,4,4,2,4362.895973137964
488,1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,3,4,2,5069.378814821886
489,0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,5,5,3,3577.026779686281
490,0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,2,5,3,3852.2142361314673
491,2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,1,4,1,3833.67219103595
492,0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,2,3,3,4669.310584246776
493,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,6,3,2,3780.766519540486
494,1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,3,4,5,4159.156233283758
495,0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,3,5,5,3608.781320393382
496,0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,7,5,3,3420.918850892731
497,0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,5,2,6,5775.861656505813
498,0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,2,5,3,3820.459695424366
499,1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,1,2,2,5278.392415110904
500,0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,4,4,6,4511.065266754738
501,1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,1,3,3,4235.877810309552
502,0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,2,3,3,4299.386891723758
503,1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,2,3,2,3468.550661953386
504,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,3,5,3,3381.225675008851
505,0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,4,5,6,3772.827884363711
506,0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,2,5,6,3868.0915064850215
507,0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,2,5,3,3616.719955570161
508,2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,3,3,1,4474.036865612825
509,0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,5,5,3,3098.099583386889
510,1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,2,1,1,5529.819655074885
511,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,2,5,5,3285.962052887544
512,0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,4,2,0,5084.728699131958
513,0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,1,2,5,3476.4892971301615
514,1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,2,4,3,3913.05854280371
515,1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,1,3,4,4434.343689728945
516,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,5,5,1,3741.073343656606
517,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,2,5,5,3349.4711343017498
518,0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,5,4,0,4857.7004397909095
519,0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,3,2,4,3696.1063073379173
520,2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,1,5,4,3357.409769478525
521,0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,4,5,3,4463.433455694087
522,1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,1,3,6,3492.3665674837157
523,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,2,3,5,4905.332250851561
524,1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,1,5,4,3262.1461473572144
525,0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,2,2,3,3995.109669313433
526,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,3,5,5,3357.409769478525
527,0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,1,4,4,4638.08342958315
528,0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,4,5,5,3481.7631575649702
529,0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,4,3,6,3476.4892971301615
530,0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,3,4,5,4651.295925194738
531,0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,3,5,4,3569.0881445095056
532,1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,1,4,1,4299.386891723758
533,1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,4,4,1,3897.181272450156
534,0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,4,5,3,3624.658590746936
535,0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,7,3,2,3508.2438378372663
536,0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,2,3,2,3688.167672161142
537,1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,1,4,3,4016.2608001017925
538,0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,7,2,5,4627.480019664412
539,1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,5,4,3,4140.614188188241
540,0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,2,3,5,3955.416493429553
541,1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,3,5,3,3373.2870398320756
542,0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,3,3,0,3185.4245703314245
543,0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,4,4,3,4103.585787046328
544,1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,1,3,2,4206.788044344414
545,2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,1,3,2,3947.477858252778
